DISTRICT,D2HEE20R,D2HEE21R,D3HEE20R,D3HEE21R,D4HEE20R,D4HEE21R,DAHEE20R,DAHEE21R,DBHEE20R,DBHEE21R,DEHEE20R,DEHEE21R,DHHEE20R,DHHEE21R,DIHEE20R,DIHEE21R,DISTNAME,DLHEE20R,DLHEE21R,DSHEE20R,DSHEE21R,DWHEE20R,DWHEE21R
"'247901",60,-1,.,-1,.,-1,41.1,39.7,-1,-1,34.2,25.2,37.6,34.7,.,-1,"FLORESVILLE ISD",40,16.7,11.8,8.8,47.9,47.5
"'247903",-1,28.6,.,-1,.,.,59.2,55.9,-1,33.3,33.9,23.8,52.9,57.4,-1,-1,"LA VERNIA ISD",-1,40,33.3,15.8,60.8,57.1
"'247904",-1,.,.,.,.,.,68.3,72.6,.,-1,50,43.8,60.9,65.7,.,.,"POTH ISD",-1,-1,16.7,0,72.2,78.4
"'247906",.,.,.,.,.,.,48,38.3,-1,.,50,20.8,56.5,40,.,.,"STOCKDALE ISD",.,-1,0,0,42.3,36.7
"'248901",.,.,-1,-1,.,.,38.3,33.3,.,-1,28.6,24,40.3,26.7,.,-1,"KERMIT ISD",20,28.6,20,0,23.5,62.5
"'248902",.,.,.,.,.,.,55,46.7,.,-1,42.9,71.4,50,38.5,-1,.,"WINK-LOVING ISD",.,.,-1,-1,57.1,50
"'249901",-1,-1,.,.,.,.,54.7,24.1,.,-1,29.4,7.1,42.9,22.2,.,-1,"ALVORD ISD",-1,-1,-1,-1,57.8,26.2
"'249902",.,-1,.,.,.,.,44.4,44.4,-1,.,24.1,34.8,27.3,62.5,-1,.,"BOYD ISD",.,.,20,-1,46.8,42.3
"'249903",-1,-1,.,.,-1,.,50,37.5,.,-1,37.1,32.5,46.7,34.6,-1,-1,"BRIDGEPORT ISD",-1,0,10,6.7,53.8,40.9
"'249904",.,-1,.,.,.,.,42.9,54.1,-1,.,42.9,31.6,33.3,40,.,-1,"CHICO ISD",-1,.,0,-1,46.9,58.3
"'249905",40,-1,-1,-1,.,.,54.8,49.2,-1,-1,43.6,34.2,44.6,43.1,.,-1,"DECATUR ISD",15,28.6,25,19,59.9,52.5
"'249906",-1,-1,.,.,.,.,43.8,42.9,.,.,34.8,23.5,50,33.3,.,.,"PARADISE ISD",.,.,-1,0,42.3,43.4
"'249908",.,.,.,.,.,.,71.4,35.3,.,.,-1,30,-1,40,.,.,"SLIDELL ISD",-1,.,.,-1,72.7,33.3
"'250902",.,-1,.,.,.,.,46.4,42.9,71.4,42.9,37.5,35.7,-1,-1,.,.,"HAWKINS ISD",.,.,-1,16.7,42.6,45.1
"'250903",-1,-1,-1,-1,.,.,56.3,43.6,50,40,51.7,37.5,72.7,32,.,.,"MINEOLA ISD",20,.,16.7,0,50,49.2
"'250904",-1,.,.,-1,-1,.,46.5,41.7,-1,-1,40.5,37.8,44.4,33.3,.,-1,"QUITMAN ISD",.,-1,0,40,48.2,44.4
"'250905",.,.,.,.,.,.,54.2,31.8,.,.,61.5,11.1,50,33.3,.,.,"YANTIS ISD",.,.,-1,-1,55.6,30.8
"'250906",.,-1,-1,-1,-1,.,52,39.7,.,.,38.1,32.4,25,40,.,.,"ALBA-GOLDEN ISD",-1,.,40,33.3,59,37
"'250907",.,-1,-1,-1,-1,.,52.1,43.7,-1,-1,46,28.6,52.9,44.4,-1,.,"WINNSBORO ISD",33.3,-1,22.2,8.3,50.5,42
"'251901",.,.,.,.,.,.,46.7,45,.,.,45,32.6,45.4,37.9,.,.,"DENVER CITY ISD",16.7,7.1,22.2,20,52.2,72.7
"'251902",.,.,.,.,.,.,43.3,54.2,.,.,20,36.4,47.8,35.7,.,.,"PLAINS ISD",-1,-1,-1,-1,28.6,80
"'252901",-1,-1,-1,.,.,.,47.7,51.3,-1,-1,33.3,43.4,30.8,48,.,.,"GRAHAM ISD",16.7,0,8.3,10,52.8,52.8
"'252902",.,.,.,.,.,.,53.3,52.9,.,.,44.4,37.5,-1,-1,.,.,"NEWCASTLE ISD",.,.,-1,-1,50,50
"'252903",-1,-1,.,.,.,.,47.7,45.7,-1,.,38.5,36,44.4,33.3,.,.,"OLNEY ISD",.,.,20,18.2,50,60
"'253901",.,.,.,.,.,.,45.7,47.2,.,.,41.5,42.4,45.4,47.2,.,.,"ZAPATA COUNTY ISD",12.5,4.3,20,7.1,-1,-1
"'254901",.,.,.,.,.,.,59.3,61.9,-1,-1,54.5,55.1,58.6,63.4,-1,.,"CRYSTAL CITY ISD",-1,-1,20,12.5,.,-1
"'254902",.,.,.,.,.,.,50,41.5,.,.,44,32.3,48.5,41.5,.,.,"LA PRYOR ISD",-1,-1,-1,-1,-1,.
